reaction,acid_chlorides,amines,is_valid,status,message,barriers_dGTS_from_RXTS_B,barriers_dGTS_from_INT1_B,rxn_dG_B,barriers_dGTS_from_PRDS_B,lowest_barrier_dGTS_path_B,imag_freq,used_constrained
rxn_21_18,21,18,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -127.10 cm-1,21.19,24.24,-8.85,30.04,21.19,-127.1,FALSE
rxn_21_19,21,19,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -234.85 cm-1
Breaking bond change: +-0.097 Å, Forming bond change: 0.307 Å",12.47,10.36,-14.6,27.07,10.36,-234.85,FALSE
rxn_21_20,21,20,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -312.00 cm-1
Breaking bond change: +-0.064 Å, Forming bond change: 0.357 Å",22.22,18.76,-8.36,30.58,18.76,-312,TRUE
rxn_21_21,21,21,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -234.63 cm-1,8.52,12.93,-10.75,19.27,8.52,-234.63,TRUE
rxn_21_22,21,22,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -50.62 cm-1
Breaking bond change: +-0.095 Å, Forming bond change: 0.147 Å",16.37,11.35,-12.02,28.39,11.35,-50.62,TRUE
rxn_21_23,21,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -298.90 cm-1,29.21,28.99,-2.12,31.33,28.99,-298.9,FALSE
rxn_21_24,21,24,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -50.27 cm-1
Breaking bond change: +0.118 Å, Forming bond change: -0.133 Å",25.81,24.14,-8.97,34.78,24.14,-50.27,FALSE
rxn_21_25,21,25,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -221.07 cm-1
Breaking bond change: +0.095 Å, Forming bond change: -0.302 Å",21.44,24.86,-10.06,31.5,21.44,-221.07,TRUE
rxn_21_26,21,26,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -271.28 cm-1
Breaking bond change: +0.104 Å, Forming bond change: -0.348 Å",17.17,18.62,-9.98,27.15,17.17,-271.28,TRUE
rxn_21_27,21,27,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -67.12 cm-1
Breaking bond change: +0.173 Å, Forming bond change: -0.185 Å",22.79,28.02,-8.16,30.95,22.79,-67.12,FALSE
rxn_21_28,21,28,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -291.17 cm-1
Breaking bond change: +-0.080 Å, Forming bond change: 0.352 Å",15.59,16.76,-12.48,28.07,15.59,-291.17,TRUE
rxn_21_29,21,29,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -46.19 cm-1,23.24,28.67,-16.97,40.21,23.24,-46.19,TRUE
rxn_21_30,21,30,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -10.49 cm-1
Breaking bond change: +0.047 Å, Forming bond change: -0.103 Å",29.73,27.31,-7.23,36.96,27.31,-10.49,FALSE
rxn_21_31,21,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -202.59 cm-1,34.69,33.67,-8.86,43.55,33.67,-202.59,FALSE
rxn_21_32,21,32,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -51.06 cm-1
Breaking bond change: +0.099 Å, Forming bond change: -0.188 Å",27.74,39.95,-9.94,37.68,27.74,-51.06,FALSE
rxn_21_33,21,33,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -108.77 cm-1,24.27,19.38,-8.5,32.77,19.38,-108.77,FALSE
rxn_21_35,21,35,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -101.01 cm-1
Breaking bond change: +-0.218 Å, Forming bond change: 0.125 Å",22.5,22.2,-8.97,31.47,22.2,-101.01,FALSE
rxn_21_36,21,36,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -57.57 cm-1
Breaking bond change: +0.048 Å, Forming bond change: -0.111 Å",24.13,24.48,-7.64,31.77,24.13,-57.57,FALSE
rxn_21_37,21,37,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -148.11 cm-1,17.66,18.97,-9.04,26.7,17.66,-148.11,FALSE
rxn_21_38,21,38,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -146.03 cm-1
Breaking bond change: +0.083 Å, Forming bond change: -0.244 Å",6.69,15.97,-21.69,28.38,6.69,-146.03,TRUE
rxn_21_39,21,39,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -27.64 cm-1,22.99,16.77,-8.84,31.83,16.77,-27.64,FALSE
rxn_21_40,21,40,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -290.99 cm-1
Breaking bond change: +0.102 Å, Forming bond change: -0.347 Å",14.92,16.52,-9.68,24.6,14.92,-290.99,TRUE
rxn_21_41,21,41,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -42.32 cm-1,8.78,16.85,-9.18,17.96,8.78,-42.32,FALSE
rxn_21_42,21,42,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -282.81 cm-1,19.81,20.79,-9,28.81,19.81,-282.81,TRUE
rxn_21_43,21,43,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -89.34 cm-1,23.66,25.5,-8.21,31.87,23.66,-89.34,FALSE
rxn_21_45,21,45,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -49.29 cm-1,20.29,26.97,-12.04,32.33,20.29,-49.29,FALSE
rxn_21_46,21,46,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -58.15 cm-1
Breaking bond change: +0.079 Å, Forming bond change: -0.201 Å",23.36,20.21,-9.97,33.33,20.21,-58.15,FALSE
rxn_21_47,21,47,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -215.90 cm-1
Breaking bond change: +0.102 Å, Forming bond change: -0.318 Å",21.5,24.46,-9.4,30.9,21.5,-215.9,TRUE
rxn_21_48,21,48,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -33.36 cm-1,21.34,18.7,-8.38,29.72,18.7,-33.36,FALSE
rxn_22_01,22,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -297.20 cm-1,22.19,17.07,-12.45,34.64,17.07,-297.2,FALSE
rxn_22_03,22,3,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -143.03 cm-1,21.06,24.31,-5.39,26.45,21.06,-143.03,FALSE
rxn_22_04,22,4,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -40.32 cm-1,20.29,19.72,-8.24,28.53,19.72,-40.32,FALSE
rxn_22_05,22,5,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -45.04 cm-1,23.28,26.8,-7.01,30.29,23.28,-45.04,FALSE
rxn_22_06,22,6,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -311.99 cm-1
Breaking bond change: +0.125 Å, Forming bond change: -0.367 Å",23.13,27.78,-6.65,29.78,23.13,-311.99,TRUE
rxn_22_07,22,7,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -281.33 cm-1
Breaking bond change: +0.100 Å, Forming bond change: -0.329 Å",17.61,21.83,-14.31,31.92,17.61,-281.33,TRUE
rxn_22_08,22,8,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -206.30 cm-1
Breaking bond change: +0.130 Å, Forming bond change: -0.297 Å",27.12,35.53,-12.31,39.43,27.12,-206.3,TRUE
rxn_22_09,22,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -312.44 cm-1,22.62,24.97,-5.81,28.43,22.62,-312.44,FALSE
rxn_22_10,22,10,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -263.42 cm-1
Breaking bond change: +0.204 Å, Forming bond change: -0.286 Å",16.47,23,-14.96,31.43,16.47,-263.42,FALSE
rxn_22_11,22,11,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -316.54 cm-1
Breaking bond change: +0.118 Å, Forming bond change: -0.358 Å",20.41,19.2,-8.23,28.64,19.2,-316.54,TRUE
rxn_22_12,22,12,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -108.64 cm-1,18.7,19.15,-8.01,26.71,18.7,-108.64,FALSE
rxn_22_13,22,13,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -113.94 cm-1,19.99,13.57,-7.44,27.43,13.57,-113.94,FALSE
rxn_22_14,22,14,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -323.71 cm-1,24.5,25.7,-7.78,32.28,24.5,-323.71,FALSE
rxn_22_15,22,15,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -123.50 cm-1,22.3,27.31,-7.52,29.82,22.3,-123.5,FALSE
rxn_22_16,22,16,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -298.91 cm-1,26.13,28.23,-10.83,36.96,26.13,-298.91,FALSE
rxn_22_17,22,17,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -319.51 cm-1
Breaking bond change: +-0.079 Å, Forming bond change: 0.358 Å",16.66,22.15,-9.7,26.36,16.66,-319.51,TRUE
rxn_22_18,22,18,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -86.79 cm-1,24.55,23.37,-6.97,31.52,23.37,-86.79,FALSE
rxn_22_19,22,19,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -84.89 cm-1,18.82,17.06,-14.34,33.16,17.06,-84.89,FALSE
rxn_22_20,22,20,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -323.91 cm-1
Breaking bond change: +-0.089 Å, Forming bond change: 0.366 Å",21.2,20.89,-6.68,27.88,20.89,-323.91,TRUE
rxn_22_21,22,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -83.09 cm-1,17.8,19.1,-8.56,26.36,17.8,-83.09,FALSE
rxn_22_22,22,22,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -334.92 cm-1,17.6,17.33,-11.28,28.88,17.33,-334.92,FALSE
rxn_22_23,22,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -226.31 cm-1,42.45,43.69,-6.16,48.61,42.45,-226.31,FALSE
rxn_22_24,22,24,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -108.18 cm-1
Breaking bond change: +0.097 Å, Forming bond change: -0.238 Å",21.75,25.6,-11.5,33.25,21.75,-108.18,FALSE
rxn_22_25,22,25,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -256.35 cm-1
Breaking bond change: +-0.091 Å, Forming bond change: 0.325 Å",21.02,22.66,-12.28,33.3,21.02,-256.35,TRUE
rxn_22_26,22,26,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -315.57 cm-1,19.97,23.31,-9.28,29.25,19.97,-315.57,TRUE
rxn_22_27,22,27,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -97.19 cm-1
Breaking bond change: +-0.236 Å, Forming bond change: 0.173 Å",22.67,25.68,-6.98,29.65,22.67,-97.19,FALSE
rxn_22_28,22,28,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -289.67 cm-1
Breaking bond change: +0.097 Å, Forming bond change: -0.323 Å",21.17,25.97,-10.1,31.27,21.17,-289.67,TRUE
rxn_22_29,22,29,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -126.67 cm-1,28.07,36.84,-14.39,42.46,28.07,-126.67,FALSE
rxn_22_30,22,30,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -32.63 cm-1,30.16,31.08,-5.29,35.45,30.16,-32.63,FALSE
rxn_22_31,22,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -318.77 cm-1,29,27.94,-8.66,37.66,27.94,-318.77,FALSE
rxn_22_32,22,32,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -97.51 cm-1
Breaking bond change: +-0.253 Å, Forming bond change: 0.157 Å",28.48,33.89,-0.87,29.35,28.48,-97.51,FALSE
rxn_22_33,22,33,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -37.81 cm-1,26.61,24.57,-6.73,33.34,24.57,-37.81,FALSE
rxn_22_35,22,35,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -121.67 cm-1,25.54,22.18,-5.11,30.65,22.18,-121.67,FALSE
rxn_22_36,22,36,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -266.02 cm-1,19.33,26.47,-5.83,25.16,19.33,-266.02,TRUE
rxn_22_37,22,37,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -241.24 cm-1,26.33,25.97,-7.08,33.41,25.97,-241.24,FALSE
rxn_22_38,22,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -198.06 cm-1,12.07,23.51,-19.71,31.78,12.07,-198.06,FALSE
rxn_22_39,22,39,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -137.15 cm-1,20.37,24.39,-6.32,26.69,20.37,-137.15,FALSE
rxn_22_40,22,40,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -261.38 cm-1
Breaking bond change: +0.115 Å, Forming bond change: -0.328 Å",26.33,28.61,-8.35,34.68,26.33,-261.38,TRUE
rxn_22_41,22,41,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -260.48 cm-1
Breaking bond change: +-0.084 Å, Forming bond change: 0.313 Å",,,,,,-260.48,TRUE
rxn_22_42,22,42,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -1144.24 cm-1
Breaking bond change: +-0.033 Å, Forming bond change: 0.050 Å",,,,,,-1144.24,FALSE
rxn_22_43,22,43,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -273.83 cm-1
Breaking bond change: +-0.094 Å, Forming bond change: 0.343 Å",25.52,23.59,-8.38,33.9,23.59,-273.83,TRUE
rxn_22_45,22,45,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -132.92 cm-1,14.16,19.35,-7.6,21.76,14.16,-132.92,FALSE
rxn_22_46,22,46,TRUE,Needs optimization,"WARNING: Found 4 imaginary frequencies. Structure needs optimization.
Best reaction mode: -439.05 cm-1
Breaking bond change: +0.081 Å, Forming bond change: -0.090 Å",93.08,98.7,-8.59,101.67,93.08,-439.05,FALSE
rxn_22_47,22,47,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -243.69 cm-1
Breaking bond change: +0.097 Å, Forming bond change: -0.312 Å",19,22.86,-7.3,26.3,19,-243.69,TRUE
rxn_22_48,22,48,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -206.22 cm-1,20.8,5.45,-0.49,21.29,5.45,-206.22,FALSE
rxn_23_01,23,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -238.29 cm-1,17.94,18.07,-12,29.94,17.94,-238.29,FALSE
rxn_23_03,23,3,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -72.27 cm-1
Breaking bond change: +0.126 Å, Forming bond change: -0.205 Å",18.68,20.45,-10.93,29.61,18.68,-72.27,FALSE
rxn_23_04,23,4,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -12.85 cm-1,15.58,18.37,-10.88,26.46,15.58,-12.85,FALSE
rxn_23_05,23,5,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -262.22 cm-1
Breaking bond change: +0.120 Å, Forming bond change: -0.358 Å",19.99,18.97,-8.45,28.44,18.97,-262.22,TRUE
rxn_23_06,23,6,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -150.45 cm-1,14.08,17.35,-11.45,25.53,14.08,-150.45,FALSE
rxn_23_07,23,7,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -190.46 cm-1,15.2,16.4,-7.39,22.59,15.2,-190.46,FALSE
rxn_23_08,23,8,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -79.25 cm-1
Breaking bond change: +-0.272 Å, Forming bond change: 0.136 Å",20.94,29.83,-10.04,30.98,20.94,-79.25,FALSE
rxn_23_09,23,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -196.50 cm-1,25.6,21.26,-6.01,31.61,21.26,-196.5,FALSE
rxn_23_10,23,10,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -167.96 cm-1,14.95,15.12,-9.5,24.45,14.95,-167.96,FALSE
rxn_23_11,23,11,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -259.86 cm-1
Breaking bond change: +-0.105 Å, Forming bond change: 0.372 Å",18.72,17.38,-7.91,26.63,17.38,-259.86,TRUE
rxn_23_12,23,12,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -214.22 cm-1
Breaking bond change: +0.116 Å, Forming bond change: -0.347 Å",17.18,17.5,-6.66,23.84,17.18,-214.22,TRUE
rxn_23_13,23,13,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -39.31 cm-1,20.22,16.65,-8.96,29.18,16.65,-39.31,FALSE
rxn_23_14,23,14,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -159.83 cm-1,19.8,23.07,-10.53,30.33,19.8,-159.83,FALSE
rxn_23_15,23,15,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -279.59 cm-1
Breaking bond change: +0.131 Å, Forming bond change: -0.368 Å",17.18,20.07,-8.07,25.25,17.18,-279.59,TRUE
rxn_23_16,23,16,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -177.01 cm-1,23.23,19.91,-15.84,39.07,19.91,-177.01,TRUE
rxn_23_17,23,17,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -155.74 cm-1
Breaking bond change: +0.102 Å, Forming bond change: -0.315 Å",18.32,16.82,-9.76,28.08,16.82,-155.74,TRUE
rxn_23_18,23,18,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -271.10 cm-1,17.79,15.89,-10.43,28.22,15.89,-271.1,TRUE
rxn_23_19,23,19,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -80.15 cm-1,13.85,12.74,-15.95,29.8,12.74,-80.15,FALSE
rxn_23_20,23,20,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -84.83 cm-1,19.04,17.03,-8.48,27.52,17.03,-84.83,FALSE
rxn_23_21,23,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -189.78 cm-1,15.15,14.72,-11.16,26.31,14.72,-189.78,FALSE
rxn_23_22,23,22,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -59.29 cm-1
Breaking bond change: +0.101 Å, Forming bond change: -0.135 Å",21.37,16.88,-13.23,34.6,16.88,-59.29,TRUE
rxn_23_23,23,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -195.89 cm-1,32.6,31.11,-5.21,37.81,31.11,-195.89,FALSE
rxn_23_24,23,24,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -183.53 cm-1,19.12,20.47,-8.76,27.88,19.12,-183.53,FALSE
rxn_23_25,23,25,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -152.36 cm-1,13.04,17.99,-11.52,24.56,13.04,-152.36,FALSE
rxn_23_26,23,26,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -143.82 cm-1,19.79,22.37,-9.01,28.8,19.79,-143.82,FALSE
rxn_23_27,23,27,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -140.71 cm-1
Breaking bond change: +0.109 Å, Forming bond change: -0.293 Å",22.13,24.69,-7.33,29.46,22.13,-140.71,TRUE
rxn_23_28,23,28,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -114.00 cm-1,18.47,16.3,-8.81,27.28,16.3,-114,FALSE
rxn_23_29,23,29,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -111.48 cm-1,23.74,25.53,-13.76,37.5,23.74,-111.48,FALSE
rxn_23_30,23,30,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -160.29 cm-1,20.5,19.57,-8.48,28.98,19.57,-160.29,FALSE
rxn_23_31,23,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -193.80 cm-1,32.44,31.38,-10.58,43.02,31.38,-193.8,FALSE
rxn_23_32,23,32,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -62.95 cm-1
Breaking bond change: +0.160 Å, Forming bond change: -0.083 Å",34.63,37.58,-8.85,43.48,34.63,-62.95,FALSE
rxn_23_33,23,33,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -76.36 cm-1,21.68,18.76,-8.47,30.15,18.76,-76.36,FALSE
rxn_23_35,23,35,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -32.08 cm-1
Breaking bond change: +0.050 Å, Forming bond change: -0.111 Å",23.99,18.52,-8.53,32.52,18.52,-32.08,FALSE
rxn_23_36,23,36,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -275.64 cm-1
Breaking bond change: +0.131 Å, Forming bond change: -0.356 Å",21.83,18.94,-7.97,29.8,18.94,-275.64,TRUE
rxn_23_37,23,37,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -137.77 cm-1,17.19,19.45,-9.39,26.58,17.19,-137.77,FALSE
rxn_23_38,23,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -141.28 cm-1,6.15,16.4,-24.89,31.04,6.15,-141.28,FALSE
rxn_23_39,23,39,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -63.32 cm-1
Breaking bond change: +0.058 Å, Forming bond change: -0.168 Å",20.72,20.1,-9.45,30.17,20.1,-63.32,TRUE
rxn_23_40,23,40,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -52.09 cm-1,19.31,15.61,-8.41,27.72,15.61,-52.09,FALSE
rxn_23_41,23,41,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -23.21 cm-1,12.94,18.02,-8.32,21.26,12.94,-23.21,FALSE
rxn_23_42,23,42,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -254.21 cm-1
Breaking bond change: +0.127 Å, Forming bond change: -0.352 Å",20.41,17.34,-7.96,28.37,17.34,-254.21,TRUE
rxn_23_43,23,43,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -179.16 cm-1,17.93,19.61,-8.92,26.85,17.93,-179.16,FALSE
rxn_23_45,23,45,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -115.46 cm-1,15.27,18.77,-11.58,26.85,15.27,-115.46,FALSE
rxn_23_46,23,46,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -192.52 cm-1
Breaking bond change: +0.120 Å, Forming bond change: -0.308 Å",20.63,19.78,-8.95,29.58,19.78,-192.52,TRUE
