acyl_chlorides,amines,HTE_lnk_corrected,test splits,acyl_BV_Hs_avg_x_has_num_Hs,acyl_global_E,acyl_B1_main_atom_1,acyl_has_pKa_features,acyl_pka_aHs_x_has_pKa_features,acyl_has_acidic_H_for_pka_lowest,acyl_has_acidic_H_for_pka_aHs,acyl_pka_lowest_x_has_pKa_features,acyl_class_aromatic,acyl_LUMO,acyl_pka_lowest,acyl_FCS_1,amine_Charges_secondary_avg,amine_fukui_E_secondary_avg,amine_class_1_aromatic,amine_global_N,amine_hardness,amine_pka_basic,amine_SV,amine_class_2_aliphatic,amine_EA,amine_FREQS_1,amine_DISP_mol,amine_fukui_E_secondary_1,amine_B1_main_atom_1,amine_BV_secondary_avg,amine_class_1_aliphatic,amine_L_avg,amine_global_E,amine_BV_secondary_1,rxn_lowest_barrier_dGTS_path_B,rxn_barriers_dGTS_from_RXTS_B,rxn_barriers_dGTS_from_INT1_B,rxn_barriers_dGTS_from_PRDS_B,rxn_rxn_dG_B,rxn_imag_freq,rxn_used_constrained,rxn_ts_status_valid,int_pka_basic_minus_pka_lowest
1,12,1.2657553869643257,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0753459753513234,0.0231995278441876,True,-7.450998110062855,3.4958958766574173,3.66,542.4857584500514,False,3.9551022334054378,1173.118252823796,18.41330491293936,0.0231995278441876,1.986623007714176,106.00139082698014,False,6.794437568097307,0.6448611495618549,106.00139082698014,17.73,17.99,17.73,26.34,-8.35,-39.41,0.0,1.0,-46.34
1,13,1.7998545537141892,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0742738649821205,0.0555688481650071,True,-7.489883965076906,4.814366743858834,4.6,523.332203790997,False,2.675517221218072,1169.040786253695,16.964625149155147,0.0555688481650071,2.6663442940340083,91.4988768879486,False,8.992608333666023,0.3661355429226382,91.4988768879486,11.23,16.14,11.23,23.85,-7.71,-165.46,1.0,1.0,-45.4
1,14,0.9030896009039776,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0574787363648421,0.0276290747940453,False,-8.01726021358981,11.451250244672776,9.95,427.7748275506526,True,-3.4339900310829674,1041.3340773977866,14.740776234324638,0.0285251655924916,2.5534371731648697,95.90893386356711,False,4.648083425140657,0.0005294371440248,96.01927680461486,15.04,15.04,17.95,20.72,-5.68,-141.81,0.0,1.0,-40.05
1,15,0.6385054329746982,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0800714034022978,0.055818800176842,True,-7.999487272193699,4.498249447576798,3.8,402.5949189743498,False,3.5012378246169003,1188.7197290772424,17.659363475076503,0.055818800176842,1.7,91.64007401630352,False,8.327908280478042,0.5924147033232985,91.64007401630352,16.11,16.11,17.09,22.88,-6.77,-65.61,0.0,1.0,-46.2
1,16,3.1335389083702174,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.031320119948117,0.0147621585132677,False,-7.975627434521986,11.824334770167448,10.17,390.1260216658076,True,-3.848707335645462,1046.6415324503384,14.858731393607556,0.0253048678872865,2.023840165867285,85.26580809956995,False,4.661925583052978,0.003877215959732,96.722124732426,17.9,18.6,17.9,30.83,-12.23,-111.71,1.0,0.0,-39.83
1,17,1.0986434486298131,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0728578030059914,0.0504149391498951,True,-7.4983304232876495,3.0384263647872123,3.87,450.4522279437826,False,4.459904058500437,1210.2291070928495,17.85188549713456,0.0504149391498951,1.7,98.82020946931458,False,6.801436575827285,0.8019587758129286,98.82020946931458,14.0,16.59,14.0,26.01,-9.42,-96.25,0.0,1.0,-46.13
1,18,0.8126459728437819,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0804367920830075,0.0302825035904098,True,-8.034004244926148,3.459702239048542,3.7,450.18133903597777,False,4.574302005877606,1180.3218007223873,16.76899159125818,0.0302825035904098,1.7274101462806264,92.48307316781508,False,7.419874161431728,0.906807705674646,92.48307316781508,18.89,20.45,18.89,26.52,-6.07,-166.44,0.0,1.0,-46.3
1,19,3.0280287237359604,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0032953328659054,-0.0159120950733601,False,-8.21634988295065,11.62743083513255,7.8,322.34741054423364,True,-3.4110809521819005,1066.971644052388,14.12763074754712,-0.0159120950733619,1.7,71.69780996931706,False,4.636243146992743,1.2588604169075131e-05,71.69780996931706,13.65,15.31,13.65,26.56,-11.25,-43.35,0.0,1.0,-42.2
1,20,0.4097468565668261,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0668829879692493,0.0398361417163015,True,-8.168351279361703,4.528435129344448,3.25,513.5331122402013,False,3.639916150017255,1196.295268514487,16.548348066098598,0.0398361417163015,2.2114967045119136,99.8190484143438,False,7.479271808998096,0.6463478477553453,99.8190484143438,18.35,18.47,18.35,26.21,-7.74,-78.41,0.0,0.0,-46.75
1,21,1.6464938424872213,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0595301642293294,0.0589843023264149,True,-7.330721582042514,4.693532583207829,3.72,550.3366560397674,False,2.6371889988346853,1183.3159113203812,16.589797891369397,0.0589843023264149,1.7548147899526425,99.02625268624732,False,6.784405570812385,0.3437533203235859,99.02625268624732,10.81,11.79,10.81,22.18,-10.39,-27.48,0.0,1.0,-46.28
1,22,2.9311187105752223,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0599938788635337,0.0273139517937192,False,-8.507970803322738,12.424855112134937,9.99,380.5178188946091,False,-3.9168843088121967,1045.4707685679389,14.3524031799927,0.0273139517937192,2.144021696737814,95.46180962377656,True,4.583639175923387,0.0004703074548062,95.46180962377656,8.95,14.14,8.95,26.44,-12.3,-239.12,0.0,1.0,-40.01
1,23,0.8217905003599802,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0554879185691944,0.0193326861389979,False,-7.908779888210208,11.4212253501993,10.08,431.7929807218243,True,-3.512445461989093,1046.8634396932366,15.32272110046414,0.0137376650145246,2.643228831415251,99.2835452312496,False,4.624124255562581,0.0015537309212924,102.00917276082671,23.05,25.11,23.05,23.78,1.33,-224.54,0.0,1.0,-39.92
1,24,1.0419966958630476,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0780973867728928,0.0689646786890222,True,-7.445446101196742,3.782073747440636,4.35,427.566572432235,False,3.663372353756106,1186.8562695875123,16.729509445344902,0.0689646786890222,1.7,91.54071307412784,False,9.120151725215363,0.5682452443590429,91.54071307412784,22.29,22.29,22.32,29.93,-7.64,-43.36,0.0,0.0,-45.65
1,25,1.8131672493419149,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0739603504774249,0.0524581195352455,True,-7.625457468805601,4.980887044037317,4.61,395.71201942807886,False,2.644570424768284,1168.0598858780822,16.099309648750634,0.0524581195352455,1.7,91.60032963943324,False,7.841023923126523,0.3742293777575124,91.60032963943324,15.82,17.78,15.82,26.11,-8.33,-43.06,0.0,1.0,-45.39
1,26,1.470832636830519,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.076668262874409,0.0516068816462783,True,-7.786138016049724,5.160753669814753,4.6,395.06703236077885,False,2.625384346234972,1175.1543332323613,16.12175772442381,0.0516068816462783,1.713426807234517,91.99463569417252,False,6.784829188084283,0.3869266720650729,91.99463569417252,17.41,18.51,17.41,26.16,-7.65,-65.75,0.0,0.0,-45.4
1,27,0.20177382062419824,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0546163240476088,0.0227201839083791,False,-7.809543379292487,10.811164047455875,10.08,528.6052807011229,True,-3.001620668163388,1054.9814026084673,15.93800916017642,0.0235589357852009,2.628336110929661,104.14543301760386,False,5.66774609639134,1.1575211859596717e-05,112.5152850150869,19.36,19.36,21.43,27.41,-8.05,-65.04,0.0,0.0,-39.92
1,28,1.586274097840673,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0587451382359403,0.0597733917815496,True,-7.462680365579761,4.882599822694524,3.62,416.5069978504839,False,2.580080542885237,1183.4825258147307,16.378941495659976,0.0597733917815496,1.746584331902124,99.0001050698853,False,6.784257310869581,0.3469965415366168,99.0001050698853,16.66,17.19,16.66,26.44,-9.25,-18.0,0.0,1.0,-46.38
1,31,1.1512486121435614,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0511117725755087,-0.0020759352825286,False,-7.619867737263528,6.444512629460223,7.8,680.8043139779656,True,1.1753551078033049,1048.92371137172,17.15165283080487,0.0012600573184493,2.5903699121219423,101.9390971489765,False,6.619484693436831,0.1726710911170491,104.669954201826,24.47,26.7,24.47,30.26,-3.56,-106.09,0.0,0.0,-42.2
1,35,1.105856589054512,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0770279433560462,0.0612931197588754,True,-7.648129116243533,5.06913446590916,4.08,419.79663851306,False,2.578994650334373,1179.3886594625055,16.284646934441362,0.0612931197588754,1.7325968359615267,92.75396247332564,False,6.783407589694612,0.365054214478755,92.75396247332564,16.97,16.97,21.15,23.95,-6.98,-23.14,0.0,1.0,-45.92
1,36,0.43560376006282575,TRAIN,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0868681857800487,0.042838365362105,True,-7.683752876211674,2.676342122809947,3.17,602.9363352037994,False,5.007410753401727,1217.0129485634045,18.499539982051537,0.042838365362105,1.9153147835267816,91.6243854464863,False,10.873106381758086,1.0227298787165902,91.6243854464863,12.33,15.6,12.33,22.39,-6.79,-226.7,1.0,1.0,-46.83
1,37,1.3386945307066747,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0769948932175125,0.0214271385477857,True,-7.60205377707179,3.4603267092720067,4.54,596.3607383353182,False,4.141727067799783,1175.4068174717693,18.197333513975146,0.0214271385477857,1.7,91.98731436159116,False,10.973930768967078,0.7160111540454805,91.98731436159116,13.13,13.13,18.46,20.56,-7.43,-49.39,1.0,0.0,-45.46
1,38,3.533136288278639,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0181204155023669,-0.0046989941333433,False,-7.165736798507886,2.773237178685468,8.83,811.590013748955,True,4.392499619822418,1076.5863390387874,19.56366970604672,-0.0048398443785187,1.9544023116441085,74.6049019564466,False,9.557028317842,0.7391507292488028,74.53848701088707,5.78,5.78,14.43,24.88,-19.1,-23.03,0.0,1.0,-41.17
1,39,2.8750612633917,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0697649451949869,0.0449424471949158,True,-6.890772479367804,4.108864279655395,5.74,555.9048940253413,False,2.781908199712409,1161.42578691298,17.392213131811562,0.0449424471949158,2.0722548346884406,91.61497230459598,False,10.314494550990434,0.3251982058334269,91.61497230459598,15.29,15.98,15.29,24.19,-8.21,-24.6,1.0,0.0,-44.26
1,40,0.6953487706252319,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.077962650010361,0.0260399347832207,True,-7.474111437953988,3.4166294117376568,4.26,547.1566473919974,False,4.057482026216332,1178.256499860522,18.235381232362165,0.0260399347832207,1.8655259864024991,92.57197506344596,False,8.376731622284842,0.676194552315595,92.57197506344596,15.1,15.1,16.92,22.37,-7.27,-213.09,1.0,1.0,-45.74
1,42,0.5970051413473701,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.079231364974533,0.035250298839814,True,-7.832529188621383,4.349531032773962,3.96,419.8923505634466,False,3.482998155847421,1186.2942572796387,16.714505385129574,0.035250298839814,1.7,91.98731436159116,False,6.904427513040732,0.5689555055555541,91.98731436159116,18.71,20.47,18.71,27.16,-6.69,-34.15,0.0,1.0,-46.04
1,43,2.386141216421718,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0729646396243028,0.0467915721707722,True,-7.373065116814267,4.6856685520305845,4.84,456.64722570752286,False,2.687396564783683,1163.9442749243406,16.861466859656055,0.0467915721707722,1.8812059710518407,92.04379321293312,False,8.159446400579226,0.3565825133399748,92.04379321293312,14.82,16.56,14.82,24.55,-7.99,-227.53,1.0,1.0,-45.16
1,44,2.302570092830182,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0705379176439503,0.0422970380910377,True,-7.410373956250206,4.638015347374445,4.55,456.4845730790677,False,2.772358608875761,1162.4518011109371,16.77415920115397,0.0422970380910377,1.9945750026031164,91.9590749359202,False,8.738484745657756,0.3753778519501313,91.9590749359202,12.97,16.55,12.97,24.6,-8.05,-224.18,1.0,1.0,-45.45
1,45,-0.021205426764685627,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0574620922225695,0.0567649253720466,True,-7.43196767758465,4.076795693373152,3.36,534.7690575417967,False,3.355171984211497,1194.889521125683,17.27957908706408,0.0567649253720466,1.7547206319116286,99.5565263460691,False,8.085276702617662,0.4944798370086796,99.5565263460691,14.05,14.05,16.88,24.69,-10.64,-50.11,0.0,1.0,-46.64
1,46,1.5982267615389816,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0760488328581689,0.0540672730061223,True,-7.081103646603456,3.0396234177969577,4.26,560.6961294976296,False,4.041480228806498,1173.937669490582,18.604878950258247,0.0540672730061223,1.7254250566096632,92.04170140362416,False,10.68264863219896,0.624483047468147,92.04170140362416,20.35,20.35,22.49,27.88,-7.53,-138.05,0.0,1.0,-45.74
1,47,1.587464009066074,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.0760017265641028,0.0226261065797239,True,-7.413452361779635,3.595353056892369,4.58,578.3660938532016,False,3.818099304887266,1174.831276850024,18.189864895558603,0.0226261065797239,1.7,92.0124160732987,False,10.970918862473267,0.6038023438431385,92.0124160732987,17.25,17.25,23.01,24.55,-7.3,-176.32,0.0,1.0,-45.42
1,48,1.3908291687001455,TEST1,0.0,1.6382660074793458,1.75,0,0.0,0,0,0.0,True,-0.3166862377287412,50.0,1.7693493665158644,0.063259978383639,0.0464778764137884,True,-7.1705668795587165,4.354104946445148,3.63,548.5450410105713,False,2.8164619331135694,1174.7555480074475,17.490716097146517,0.0464778764137884,1.931996789620684,105.61440610482222,False,6.788342046964962,0.3591015728431858,105.61440610482222,15.3,16.51,15.3,17.86,-1.35,-169.65,1.0,0.0,-46.37
2,3,1.312588285611738,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0761664042158895,0.041708732791108,True,-8.287711601758286,5.149997730280013,3.67,363.7310769962555,False,3.137713871478273,1170.4980551306112,15.944916996027166,0.041708732791108,1.7,91.73629724451575,False,7.40508816287323,0.5413271481988106,91.73629724451575,17.39,18.59,17.39,26.53,-7.94,-245.45,1.0,0.0,-46.33
2,4,2.463757293148109,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0680188908686448,0.0366734841503434,True,-7.394513040595944,4.657954935147616,4.78,420.425615781276,False,2.7365581054483283,1156.9473449530064,16.18987479126678,0.0366734841503434,1.7123817313928569,91.66099210939312,False,8.886276673540625,0.3673730727017051,91.66099210939312,17.49,18.61,17.49,27.58,-8.97,-29.64,0.0,1.0,-45.22
2,5,1.2035382082960937,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0784081349069482,0.0539791292876311,True,-8.016605409056405,5.378753537573834,4.31,345.2442306052937,False,2.6378518714825705,1176.983375617841,15.95870435015532,0.0539791292876311,1.7,91.69236924902756,False,6.793231017357804,0.4124570809441211,91.69236924902756,20.38,20.38,23.18,28.03,-7.65,-168.73,0.0,1.0,-45.69
2,6,1.2339887782299857,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0567376377456192,0.0412110663175252,True,-7.236137001186222,4.613941833527308,4.06,482.83209940777135,False,2.6221951676589144,1157.6689048202588,16.70122528159207,0.0412110663175252,2.02818318128298,110.11911745167129,False,7.827748035144151,0.3319718320280629,110.11911745167129,15.33,15.33,18.42,23.8,-8.47,-282.92,1.0,0.0,-45.94
2,7,1.7055273278311804,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.074422530133453,0.0551444863426681,True,-7.281712458503272,4.569293199181267,4.58,696.3420112568325,False,2.712419259322004,1168.0230470319484,17.00624435521646,0.0551444863426681,1.832025883223352,91.7070119141903,False,11.540928060853242,0.3518645094661429,91.7070119141903,16.02,16.02,19.43,22.33,-6.31,-170.7,0.0,1.0,-45.42
2,8,0.8272072256497836,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.061708309200001,0.0389677897337741,True,-7.396388567751172,4.68966661421177,2.99,607.6239078291326,False,2.7067219535394016,1154.4146371175902,17.62604125695821,0.0389677897337741,2.499034211771547,120.16816937192333,False,6.781693208747949,0.3622873490547857,120.16816937192333,16.79,16.79,21.37,26.07,-9.28,-82.23,0.0,0.0,-47.01
2,9,1.0691919817071538,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0488693413650097,0.0186652315770857,False,-7.440181700293301,10.312988811391754,10.05,621.3422035272821,True,-2.872807111098454,1042.721022047211,16.88489624793472,0.0243740376973692,2.0683516680792806,113.80436250173454,False,5.842966722214873,0.000640149225257,110.1609536378505,18.95,19.87,18.95,21.33,-1.46,-186.86,0.0,1.0,-39.95
2,10,1.7192432632314303,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0744394162548267,0.0552747784327695,True,-7.313692529571538,4.603419459176648,4.59,645.3500831736563,False,2.71027307039489,1167.5814879293316,16.840881326498767,0.0552747784327695,1.7,91.6526248721573,False,13.126168945771909,0.3546689808599605,91.6526248721573,15.49,15.69,15.49,23.73,-8.04,-2.85,0.0,1.0,-45.41
2,11,0.8091021735322621,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0762461939202572,0.0293733056348732,True,-7.536106039110615,3.816064499361568,3.17,444.6743448281079,False,3.720041539749048,1184.5833814721243,17.513565270468206,0.0293733056348732,1.7202244085666147,106.54107762869224,False,6.790932669876167,0.5929589878052297,106.54107762869224,17.27,19.3,17.27,26.94,-7.64,-20.05,0.0,1.0,-46.83
2,12,0.8415342627719524,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0753459753513234,0.0231995278441876,True,-7.450998110062855,3.4958958766574173,3.66,542.4857584500514,False,3.9551022334054378,1173.118252823796,18.41330491293936,0.0231995278441876,1.986623007714176,106.00139082698014,False,6.794437568097307,0.6448611495618549,106.00139082698014,17.0,17.17,17.0,25.54,-8.37,-46.32,0.0,1.0,-46.34
2,13,1.683942475593247,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0742738649821205,0.0555688481650071,True,-7.489883965076906,4.814366743858834,4.6,523.332203790997,False,2.675517221218072,1169.040786253695,16.964625149155147,0.0555688481650071,2.6663442940340083,91.4988768879486,False,8.992608333666023,0.3661355429226382,91.4988768879486,13.99,14.99,13.99,23.17,-8.18,-156.45,1.0,1.0,-45.4
2,14,1.0452766085283072,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0574787363648421,0.0276290747940453,False,-8.01726021358981,11.451250244672776,9.95,427.7748275506526,True,-3.4339900310829674,1041.3340773977866,14.740776234324638,0.0285251655924916,2.5534371731648697,95.90893386356711,False,4.648083425140657,0.0005294371440248,96.01927680461486,14.8,14.8,18.19,24.07,-9.27,-147.68,0.0,1.0,-40.05
